text,predictions
"ആഹ, വയലാർ എഴുതോ ഇതുപോലത്തെ വരികൾ",1
Saadhikkatte enn aashamsikkunnu,1
kashtam ithupolulla komaali sarkar swapnanglil maathram,1
India nanam kettu poi,1
"കൃത്യമായി അകലം പാലിച്ചാണല്ലോ ഓലു കളിക്കുന്നെ.....<br>പിന്നെ ഒരു കാര്യം വിട്ടുപോയ്, പാട്ടിൽ ചെറിയ ഒരു COVID ബോധവത്കരണവും കഴിഞ്ഞ ദിവസം മരണപ്പെട്ട സഗാവിന് ഒരു ആദരാഞ്ജലി (വിത്ത് കൈ കൂപിയ സ്റ്റെപ്) ആകാമായിരുന്നു......",0
Adupp niyamam,1
Ente ummaku Hart block vannu angigram cheyyendi vannu,0
തുടർ ഭരണത്തിന് വോട്ട് ചെയ്തതിൽ ഞാനിപ്പോൾ ലജ്ജിക്കുന്നു,1
Covidoke ഞങ്ങടെ ഇരട്ട ചങ്കന്റെ മുൻപിൽ വെറും... ശൂ,1
"&quot;പ്രശ്നം&quot; ചൈന എന്ന രാജ്യം അല്ല, കമ്മ്യൂണിസം എന്ന കീടാണു ആണ് 😡",0
സത്യം പ്രവാസികൾ ആയ ഞങ്ങൾ ഇവിടെ നിന്നും ടെസ്റ്റ് എടുത്ത് നെഗറ്റീവ് ആയി പിന്നെ നാട്ടിൽ വന്ന് നെഗറ്റീവ് ആയാലും quarantine വേണം ഇതുപോലെ മാസ്ക് ഒന്നും വെക്കാതെ നടക്കുന്നവർക്ക് ഒന്നും വേണ്ട. നല്ല ആരോഗ്യ മന്ത്രി നല്ല തീരുമാനം,1
എത്ര കണ്ടാലും ഈ ട്രോൾ മതിയാവൂല....അങ്ങിനെ ഉള്ളവർ ആരെങ്കിലുമുണ്ടോ....,1
Prathikarikku prathishethikku nammude naadine rakshikku.,1
Evarku oru avasaram koduku.allade eppozhum ayurvedathe thalliparayathe.,0
വല്ലവന്റേം കാശു മേടിച്ചു വാർത്ത കൊടുക്കുന്ന പരിപാടി എന്ന് നിർത്തും?,1
Ldf doing stupid things.,1
Nakikalaaya malayalikal,1
1000 ൽ പരം സ്ത്രീ ലൈംഗിക സ്രവംങ്ങളും അതിൽ വാവാൽ ഉമിനീർ സ്രവംങ്ങളും ബ്രമ്മി  നെയ്  നാരങ്ങ എന്നിവ ഉപയോഗിച്ച്  നിർമിച്ചവയാണ്  കൊറോണ വൈറസ്,1
"കേട്ടാലും, കണ്ടാലും, കൊണ്ടാലും ഉളുപ്പിലാത്ത ഒരു വർഗ്ഗം",1
ഷാജൻ സാറിന്റെ വാക്കുകൾ പൊന്നാവട്ടെ.,0
Yandayalum America ku engana oru ade venum butcha edel podu janagal badechu. Angana yanu iraq lu adu pola. Ulla natulum America katti kuttiyadu,0
Love CPIM 😍❤️❤️,1
China deserves a nuclear attack from Europe and usa,0
"AAA vaacsin,AAA innu aaaanirthamo aaaa arochakam. Aaaamr.aa naveen",1
Corona iniyanu theevratha varan pokunnathu.....depopulation agenda start ayi......innum saudhiyil cherupakar marichu veeeeenu,0
കൊറോണ വന്നത് കൊണ്ട് ഭുമി യും വായുവും അന്തരീക്ഷം ആകെ ശുദ്ധമായി ഇനി അത് കേടാക്കാതിരുന്നാൽ മതി...,0
Aru chathal entha CPM jayiknm!!!??,1
"കൺസ്പിറസി തിയറിസ്റ്റുകൾ അവർ ശേഖരിച്ച തെളിവുകൾ പ്രകാരം ഉള്ള ഒന്നാം പ്രതി ബിൽ ഗേറ്റ്സ് ആണ്. കൊറോണ വരുന്നതിനു അഞ്ച് വർഷം മുമ്പേ വെറും ഒരു ടെക്നോക്രാറ്റ് ആയ ബിൽ ഗേറ്റ്സിന് ഇത് പ്രവചിക്കാൻ എങ്ങനെ സാധിച്ചു. യാതൊരു വിധ മെഡിക്കൽ പരിശീലനവും നേടിയിട്ടില്ലാത്ത ബിൽ ഗേറ്റ്സിനെ ഇരുത്തി സിഎൻഎന്നും മറ്റും കൊറോണ ചർച്ച ചെയ്യുന്നത് എന്ത് കൊണ്ട്? ബിൽ ഗേറ്റ്സിൻറെ നൂറു കണക്കിന് ബില്യൻറെ വാക്സിൻ താൽപര്യം ആണിവിടെ വെളിവാകുന്നത്. കൺസ്പിറസി തിയറി പ്രകാരം ബിൽ ഗേറ്റ്സ്, ചൈന, ലോകാരോഗ്യ സംഘടന മുക്കൂട്ട് മുന്നണി ആണിതിന് പിന്നിൽ. ബിൽ ഗേറ്റ്സിന് വാക്സിൻ വഴി നൂറു കണക്കിന് ബില്യൺ ഡോളറുകൾ ഉണ്ടാക്കാൻ ഒരു വൈറസിനെ പറ്റി ആദ്യമേ പ്രവചിക്കുകയും പിന്നെ അത് സൃഷ്ടിക്കുകയും ചെയ്യുന്നു. അതിന് ചൈനയെ ആണ് ബിൽ ഗേറ്റ്സ് ഏൽപ്പിച്ചത്. അതിൻറെ കാര്യങ്ങൾ കോഡിനെയ്റ്റ് ചെയ്യാൻ ബിൽ ഗേറ്റ്സിൻറെ മുൻ എംപ്ലോയിയും സ്വന്തക്കാരനും ആയ ടെഡ്രൊസ് ആഡനം ഗേബ്രയീസസ് എന്ന മുൻ എത്യോപ്യൻ മന്തിയെ നിയമിക്കുകയും ചെയ്തു. ലോകാരോഗ്യ സംഘടന സംശയകരമായ രീതിയിൽ ചൈനക്കൊപ്പം നിൽക്കുന്നത് തങ്ങളുടെ മുതലാളി ആയ ബിൽ ഗേറ്റ്സിനെ രക്ഷിക്കാൻ വേണ്ടി ആണ്. ഇക്കാര്യം എന്താണ് ഇവിടെ മിണ്ടാത്തത്. ഈയിടെ വന്ന ചില റിപ്പോർട്ടുകളിലും ലേഖനങ്ങളിലും കൂടി മറ്റേ മുത്തശ്ശി പത്രം ഇതിലേക്കുള്ള സൂചനകൾ നൽകിയിരുന്നു.",0
Dislike അടിച്ചവരുടെ തന്തമാർ ചൈനക്കാർ ആണോ?,1
E programme poottikkille ithuvare ?,0
ഇനി സംഭവിക്കാൻ പോകുന്നത് കൊറോണകാരണം ലോകത്തെ കൂപ്പുകുത്തിയ  90%ഷെയർ മാർക്കറ്റുകൾ ചൈന വലിയ വിലകൊടുത്തു വാങ്ങും.......ശക്തിയുള്ളവനെ ബുദ്ധികൊണ്ട് തറപറ്റിക്കുന്ന<br>  രാജതന്ത്രം.....,0
China unnamittathu Europe mathramo.. Aarenkilum chinthichittundo India itra karuthode neridumennu..India ye kuudi easy aayi thakarkam ennu chinthichu kaanille...,0
Adipoli 😂😂😂,1
വരികൾതെറ്റാതെ പാടിയ സ്ത്രീ സഖാകൾക്ക് ഒരുപാട് അഭിവാദ്യം 😂😂😂😂😂,1
ഇവന്മാരെ വീണ്ടും ജയിപ്പിച്ചു വിട്ടത് ആണ് നമ്മൾ കേരളീയർ ചെയ്ത തെറ്റു...,1
ഇതൊക്കെ കാണുമ്പോൾ കാലം കാത്തു വെച്ച നിധിയാണെൻ ഫിറോസിക്ക ആണ് ഓർമ വരുന്നേ q🤣🤣🤣🤣🤣,0
നിങ്ങൾടെ നാവ് പൊന്നാവട്ടെ?,0
I feel that this epidemic will be there till 30 june 2020,0
"ഇത് ബയോ വാർ ആയിരിക്കും.<br>ചൈന വൈറസ് അവിടെ ഉള്ള ആൾക്കാരിൽ തന്നെ എത്തിച്ചു അവരിൽ നിന്നും പലർക്കും പകരും , ചൈനയിൽ മീഡിയ controlled ആയത് കൊണ്ടു ഇങ്ങനെ ഒരു അസുഖം പകരുന്നത് പുറം ലോകം അറിയില്ല അതുകൊണ്ട് തന്നെ അന്താരാഷ്ട്ര യാത്രക്ക് വിലക്കുകൾ ഉണ്ടാവില്ല. അന്തരാഷ്ട്ര യാത്ര വിലക് ഇല്ലാത്തതിനാൽ വൈറസ് വേഗം മറ്റുള്ള രാജ്യങ്ങളിലേക്ക് പകരും. For example india യില് ആയിരുന്നു കൊറോണ വൈറസ് ആദ്യം വന്നിരുന്നത് എങ്കിൽ തിരിച്ചു അറിയാൻ ആകാത്ത ഒരു അസുഖം ജനങ്ങളിൽ പകരുന്നു എന്ന് വാർത്തകൾ ഇന്ത്യൻ മീഡിയ യില് വരും അസുഖം നന്നായി കൂടുമ്പോൾ ഇന്ത്യയിലേക്ക് യാത്ര വിലക്കുകൾ വരും,<br>നമുടെ നാട്ടിൽ നിപ്പ വന്നപ്പോൾ നമുടെ മീഡിയ വാർത്ത കൊടുത്തിരുന്നു ഇല്ലെ? അജ്ഞാത രോഗം ബാധിച്ചു ഒരു കുടുബത്തിൽ ആൾക്കാർ മരിച്ചു എന്ന്. ചൈന ലോക ശക്തി ആകുവാൻ പണിതത് തന്നെ.",0
ലോകമെന്നാൽ കണ്ണൂരും പരിസരപ്രദേശവുമായി ചുരുങ്ങിയോ?,0
കമ്മ്യൂണിസ്റ്റ് കൊമളികൾ,1
Ith chikilsayella bakshanaman chikilsa sir parachath    sheriyano enn avasaram koduthoode corona oru virous aayirikkam bakshe veetil irunnu nadan marunn cheith chikilsikkam anubavam aan,0
"Chirikaanum vayya.....karyanum vayya.....evide nokhiyalum....agalam palikathathinu....pravasikalu kuthakaaran,.....kolllhammm",0
"അവസരം നൽകൂ, ഏതെങ്കിലും വാദം ഉന്നയിക്കുമ്പോഴേക്കും ജയിലിൽ ഇടാൻ നോക്കുന്നതിനു എന്തിനാണ് , IMO പറയുന്നതിൽ വല്ല കാര്യവുമുണ്ടോ എന്നറിയേണ്ടേ",0
വീണ ആദ്യം നിങ്ങളുടെ ആൾക്കാരെ നന്നാക്ക്... ക്ലാസ്സ്‌ അവർക്കാകട്ടെ...,1
Nashicha vaccine edukandayirunnu kop 😡,0
Ithine okke pidich kinattil idanam,1
Enthokke paranjalum pravasi quarantine irikanam 🙄,1
This is surely China&#39;s attack to all developed countries,0
എഡിറ്റ് സൂപ്പർ😁👍,1
"Keralam vere rajyam ano, pinarayi cheythato",1
ആരോട് പറയാൻ  ആരാടുത്ത് പറയാൻ. സഹിക്കുക അതുതന്നെ,1
CPM ന് അടുപ്പിലും തൂറാം,1
സാധാരണ ജനങ്ങൾക്ക് മാത്രം ആണ് ഇതൊക്കെ ബാധകം,1
ബയോ വാർ 😡😡😡😡😡😡😡😡,1
നല്ല സോഷ്യൽ distancing ആണല്ലോ 😶🤷‍♀️,0
😀 തികച്ചും അനവസരത്തിൽ പ്രതിഷേധിക്കുന്നു 🔥🔥🔥🔥🔥,1
എന്നിട്ടും ചൈനയെ നെഞ്ചിറ്റേന്നവർ മനുഷ്യരോ?,0
കണ്ടാൽ pine താൻ ജീവനോടെ ഉണ്ടാവില്ല... 🤗🤗😂😂😂,0
